Section ID,Block ID,Subject Code,Teacher Name,Room Name,Day,Start Time,End Time,Semester
3,55,GEN_115,Diana Gutierrez,Room 107,Thursday,9:00:00,9:30:00,2
3,46,GEN_106,Robert Torres,Room 129,Thursday,10:00:00,10:30:00,1
3,56,GEN_116,Pedro Gonzalez,General Science Lab 4,Thursday,10:00:00,10:30:00,2
3,47,GEN_107,Daniel Garcia,Room 127,Thursday,10:30:00,11:00:00,1
3,57,GEN_117,Michelle Reyes,Psychology Lab 2,Thursday,10:30:00,11:00:00,2
3,48,GEN_108,Christine Lopez,Computer Lab 10,Thursday,11:00:00,11:30:00,1
3,58,GEN_118,Daniel Garcia,Room 119,Thursday,11:00:00,11:30:00,2
3,49,GEN_109,Lorena Mendoza,Room 128,Thursday,11:30:00,12:00:00,1
3,59,GEN_119,Samuel Martinez,Speech Lab 2,Thursday,11:30:00,12:00:00,2
3,50,GEN_110,Emilio Tan,Engineering Lab 1,Thursday,13:00:00,13:30:00,1
3,62,HUMSS_103,Gregory Delos Santos,Room 116,Thursday,13:00:00,13:30:00,2
3,60,HUMSS_101,Juan Cruz,Room 121,Thursday,13:30:00,14:00:00,1
3,63,HUMSS_104,Anthony Salvador,Room 116,Thursday,13:30:00,14:00:00,2
3,61,HUMSS_102,Beatrice Castillo,Room 112,Thursday,14:00:00,14:30:00,1
3,41,GEN_101,Mark Villanueva,Room 112,Tuesday,7:00:00,7:30:00,1
3,51,GEN_111,Gregory Delos Santos,Room 127,Tuesday,7:00:00,7:30:00,2
3,42,GEN_102,Carlos Torres,Speech Lab 2,Tuesday,7:30:00,8:00:00,1
3,52,GEN_112,Angela Morales,Room 102,Tuesday,7:30:00,8:00:00,2
3,43,GEN_103,Ricardo Manalo,Room 122,Tuesday,8:00:00,8:30:00,1
3,53,GEN_113,Angela Navarro,Speech Lab 2,Tuesday,8:00:00,8:30:00,2
3,44,GEN_104,Vincent Lim,Room 124,Tuesday,8:30:00,9:00:00,1
3,54,GEN_114,Marites Santos,Room 128,Tuesday,8:30:00,9:00:00,2
3,45,GEN_105,Pedro Gonzalez,General Science Lab 5,Tuesday,9:00:00,9:30:00,1
3,55,GEN_115,Diana Gutierrez,Room 107,Tuesday,9:00:00,9:30:00,2
3,46,GEN_106,Robert Torres,Room 129,Tuesday,10:00:00,10:30:00,1
3,56,GEN_116,Pedro Gonzalez,General Science Lab 4,Tuesday,10:00:00,10:30:00,2
3,47,GEN_107,Daniel Garcia,Room 127,Tuesday,10:30:00,11:00:00,1
3,57,GEN_117,Michelle Reyes,Psychology Lab 2,Tuesday,10:30:00,11:00:00,2
3,48,GEN_108,Christine Lopez,Computer Lab 10,Tuesday,11:00:00,11:30:00,1
3,58,GEN_118,Daniel Garcia,Room 119,Tuesday,11:00:00,11:30:00,2
3,49,GEN_109,Lorena Mendoza,Room 128,Tuesday,11:30:00,12:00:00,1
3,59,GEN_119,Samuel Martinez,Speech Lab 2,Tuesday,11:30:00,12:00:00,2
3,50,GEN_110,Emilio Tan,Engineering Lab 1,Tuesday,13:00:00,13:30:00,1
3,62,HUMSS_103,Gregory Delos Santos,Room 116,Tuesday,13:00:00,13:30:00,2
3,60,HUMSS_101,Juan Cruz,Room 121,Tuesday,13:30:00,14:00:00,1
3,63,HUMSS_104,Anthony Salvador,Room 116,Tuesday,13:30:00,14:00:00,2
3,61,HUMSS_102,Beatrice Castillo,Room 112,Tuesday,14:00:00,14:30:00,1
3,41,GEN_101,Mark Villanueva,Room 112,Wednesday,7:00:00,7:30:00,1
3,51,GEN_111,Gregory Delos Santos,Room 127,Wednesday,7:00:00,7:30:00,2
3,42,GEN_102,Carlos Torres,Speech Lab 2,Wednesday,7:30:00,8:00:00,1
3,52,GEN_112,Angela Morales,Room 102,Wednesday,7:30:00,8:00:00,2
3,43,GEN_103,Ricardo Manalo,Room 122,Wednesday,8:00:00,8:30:00,1
3,53,GEN_113,Angela Navarro,Speech Lab 2,Wednesday,8:00:00,8:30:00,2
3,44,GEN_104,Vincent Lim,Room 124,Wednesday,8:30:00,9:00:00,1
3,54,GEN_114,Marites Santos,Room 128,Wednesday,8:30:00,9:00:00,2
3,45,GEN_105,Pedro Gonzalez,General Science Lab 5,Wednesday,9:00:00,9:30:00,1
3,55,GEN_115,Diana Gutierrez,Room 107,Wednesday,9:00:00,9:30:00,2
3,46,GEN_106,Robert Torres,Room 129,Wednesday,10:00:00,10:30:00,1
3,56,GEN_116,Pedro Gonzalez,General Science Lab 4,Wednesday,10:00:00,10:30:00,2
3,47,GEN_107,Daniel Garcia,Room 127,Wednesday,10:30:00,11:00:00,1
3,57,GEN_117,Michelle Reyes,Psychology Lab 2,Wednesday,10:30:00,11:00:00,2
3,48,GEN_108,Christine Lopez,Computer Lab 10,Wednesday,11:00:00,11:30:00,1
3,58,GEN_118,Daniel Garcia,Room 119,Wednesday,11:00:00,11:30:00,2
3,49,GEN_109,Lorena Mendoza,Room 128,Wednesday,11:30:00,12:00:00,1
3,59,GEN_119,Samuel Martinez,Speech Lab 2,Wednesday,11:30:00,12:00:00,2
3,50,GEN_110,Emilio Tan,Engineering Lab 1,Wednesday,13:00:00,13:30:00,1
3,62,HUMSS_103,Gregory Delos Santos,Room 116,Wednesday,13:00:00,13:30:00,2
3,60,HUMSS_101,Juan Cruz,Room 121,Wednesday,13:30:00,14:00:00,1
3,63,HUMSS_104,Anthony Salvador,Room 116,Wednesday,13:30:00,14:00:00,2
3,61,HUMSS_102,Beatrice Castillo,Room 112,Wednesday,14:00:00,14:30:00,1
