Section ID,Block ID,Subject Code,Teacher Name,Room Name,Day,Start Time,End Time,Semester
1,15,GEN_115,Jessica Torres,Room 109,Monday,9:00:00,9:30:00,2
1,6,GEN_106,Robert Torres,Room 122,Monday,10:00:00,10:30:00,1
1,16,GEN_116,Carlos Diaz,General Science Lab 1,Monday,10:00:00,10:30:00,2
1,7,GEN_107,Jonathan Tan,Room 117,Monday,10:30:00,11:00:00,1
1,17,GEN_117,Julia Fernandez,Psychology Lab 2,Monday,10:30:00,11:00:00,2
1,8,GEN_108,Mark Reyes,Computer Lab 6,Monday,11:00:00,11:30:00,1
1,18,GEN_118,Daniel Garcia,Room 107,Monday,11:00:00,11:30:00,2
1,9,GEN_109,Marco Castillo,Room 105,Monday,11:30:00,12:00:00,1
1,19,GEN_119,Monica Lopez,Speech Lab 1,Monday,11:30:00,12:00:00,2
1,10,GEN_110,Emilio Tan,Engineering Lab 2,Monday,13:00:00,13:30:00,1
1,22,ABM_103,Carla Reyes,Room 121,Monday,13:00:00,13:30:00,2
1,20,ABM_101,Maria Santos,Room 109,Monday,13:30:00,14:00:00,1
1,23,ABM_104,Eduardo Lopez,Room 102,Monday,13:30:00,14:00:00,2
1,21,ABM_102,Luz Fernandez,Room 102,Monday,14:00:00,14:30:00,1
1,1,GEN_101,Mark Villanueva,Room 129,Saturday,7:00:00,7:30:00,1
1,11,GEN_111,Gregory Delos Santos,Room 118,Saturday,7:00:00,7:30:00,2
1,2,GEN_102,John Reyes,Speech Lab 1,Saturday,7:30:00,8:00:00,1
1,12,GEN_112,Angela Morales,Room 116,Saturday,7:30:00,8:00:00,2
1,3,GEN_103,Jose Garcia,Room 114,Saturday,8:00:00,8:30:00,1
1,13,GEN_113,Catherine Villanueva,Speech Lab 2,Saturday,8:00:00,8:30:00,2
1,4,GEN_104,Ana Dela Cruz,Room 115,Saturday,8:30:00,9:00:00,1
1,14,GEN_114,Marites Santos,Room 124,Saturday,8:30:00,9:00:00,2
1,5,GEN_105,Melissa Soriano,General Science Lab 5,Saturday,9:00:00,9:30:00,1
1,15,GEN_115,Jessica Torres,Room 109,Saturday,9:00:00,9:30:00,2
1,6,GEN_106,Robert Torres,Room 122,Saturday,10:00:00,10:30:00,1
1,16,GEN_116,Carlos Diaz,General Science Lab 1,Saturday,10:00:00,10:30:00,2
1,7,GEN_107,Jonathan Tan,Room 117,Saturday,10:30:00,11:00:00,1
1,17,GEN_117,Julia Fernandez,Psychology Lab 2,Saturday,10:30:00,11:00:00,2
1,8,GEN_108,Mark Reyes,Computer Lab 6,Saturday,11:00:00,11:30:00,1
1,18,GEN_118,Daniel Garcia,Room 107,Saturday,11:00:00,11:30:00,2
1,9,GEN_109,Marco Castillo,Room 105,Saturday,11:30:00,12:00:00,1
1,19,GEN_119,Monica Lopez,Speech Lab 1,Saturday,11:30:00,12:00:00,2
1,10,GEN_110,Emilio Tan,Engineering Lab 2,Saturday,13:00:00,13:30:00,1
1,22,ABM_103,Carla Reyes,Room 121,Saturday,13:00:00,13:30:00,2
1,20,ABM_101,Maria Santos,Room 109,Saturday,13:30:00,14:00:00,1
1,23,ABM_104,Eduardo Lopez,Room 102,Saturday,13:30:00,14:00:00,2
1,21,ABM_102,Luz Fernandez,Room 102,Saturday,14:00:00,14:30:00,1
1,1,GEN_101,Mark Villanueva,Room 129,Thursday,7:00:00,7:30:00,1
1,11,GEN_111,Gregory Delos Santos,Room 118,Thursday,7:00:00,7:30:00,2
1,2,GEN_102,John Reyes,Speech Lab 1,Thursday,7:30:00,8:00:00,1
1,12,GEN_112,Angela Morales,Room 116,Thursday,7:30:00,8:00:00,2
1,3,GEN_103,Jose Garcia,Room 114,Thursday,8:00:00,8:30:00,1
1,13,GEN_113,Catherine Villanueva,Speech Lab 2,Thursday,8:00:00,8:30:00,2
1,4,GEN_104,Ana Dela Cruz,Room 115,Thursday,8:30:00,9:00:00,1
1,14,GEN_114,Marites Santos,Room 124,Thursday,8:30:00,9:00:00,2
1,5,GEN_105,Melissa Soriano,General Science Lab 5,Thursday,9:00:00,9:30:00,1
1,15,GEN_115,Jessica Torres,Room 109,Thursday,9:00:00,9:30:00,2
1,6,GEN_106,Robert Torres,Room 122,Thursday,10:00:00,10:30:00,1
1,16,GEN_116,Carlos Diaz,General Science Lab 1,Thursday,10:00:00,10:30:00,2
1,7,GEN_107,Jonathan Tan,Room 117,Thursday,10:30:00,11:00:00,1
1,17,GEN_117,Julia Fernandez,Psychology Lab 2,Thursday,10:30:00,11:00:00,2
1,8,GEN_108,Mark Reyes,Computer Lab 6,Thursday,11:00:00,11:30:00,1
1,18,GEN_118,Daniel Garcia,Room 107,Thursday,11:00:00,11:30:00,2
1,9,GEN_109,Marco Castillo,Room 105,Thursday,11:30:00,12:00:00,1
1,19,GEN_119,Monica Lopez,Speech Lab 1,Thursday,11:30:00,12:00:00,2
1,10,GEN_110,Emilio Tan,Engineering Lab 2,Thursday,13:00:00,13:30:00,1
1,22,ABM_103,Carla Reyes,Room 121,Thursday,13:00:00,13:30:00,2
1,20,ABM_101,Maria Santos,Room 109,Thursday,13:30:00,14:00:00,1
1,23,ABM_104,Eduardo Lopez,Room 102,Thursday,13:30:00,14:00:00,2
1,21,ABM_102,Luz Fernandez,Room 102,Thursday,14:00:00,14:30:00,1
1,1,GEN_101,Mark Villanueva,Room 129,Tuesday,7:00:00,7:30:00,1
1,11,GEN_111,Gregory Delos Santos,Room 118,Tuesday,7:00:00,7:30:00,2
1,2,GEN_102,John Reyes,Speech Lab 1,Tuesday,7:30:00,8:00:00,1
1,12,GEN_112,Angela Morales,Room 116,Tuesday,7:30:00,8:00:00,2
1,3,GEN_103,Jose Garcia,Room 114,Tuesday,8:00:00,8:30:00,1
1,13,GEN_113,Catherine Villanueva,Speech Lab 2,Tuesday,8:00:00,8:30:00,2
1,4,GEN_104,Ana Dela Cruz,Room 115,Tuesday,8:30:00,9:00:00,1
1,14,GEN_114,Marites Santos,Room 124,Tuesday,8:30:00,9:00:00,2
1,5,GEN_105,Melissa Soriano,General Science Lab 5,Tuesday,9:00:00,9:30:00,1
1,15,GEN_115,Jessica Torres,Room 109,Tuesday,9:00:00,9:30:00,2
1,6,GEN_106,Robert Torres,Room 122,Tuesday,10:00:00,10:30:00,1
1,16,GEN_116,Carlos Diaz,General Science Lab 1,Tuesday,10:00:00,10:30:00,2
1,7,GEN_107,Jonathan Tan,Room 117,Tuesday,10:30:00,11:00:00,1
1,17,GEN_117,Julia Fernandez,Psychology Lab 2,Tuesday,10:30:00,11:00:00,2
1,8,GEN_108,Mark Reyes,Computer Lab 6,Tuesday,11:00:00,11:30:00,1
1,18,GEN_118,Daniel Garcia,Room 107,Tuesday,11:00:00,11:30:00,2
1,9,GEN_109,Marco Castillo,Room 105,Tuesday,11:30:00,12:00:00,1
1,19,GEN_119,Monica Lopez,Speech Lab 1,Tuesday,11:30:00,12:00:00,2
1,10,GEN_110,Emilio Tan,Engineering Lab 2,Tuesday,13:00:00,13:30:00,1
1,22,ABM_103,Carla Reyes,Room 121,Tuesday,13:00:00,13:30:00,2
1,20,ABM_101,Maria Santos,Room 109,Tuesday,13:30:00,14:00:00,1
1,23,ABM_104,Eduardo Lopez,Room 102,Tuesday,13:30:00,14:00:00,2
1,21,ABM_102,Luz Fernandez,Room 102,Tuesday,14:00:00,14:30:00,1
1,1,GEN_101,Mark Villanueva,Room 129,Wednesday,7:00:00,7:30:00,1
1,11,GEN_111,Gregory Delos Santos,Room 118,Wednesday,7:00:00,7:30:00,2
1,2,GEN_102,John Reyes,Speech Lab 1,Wednesday,7:30:00,8:00:00,1
1,12,GEN_112,Angela Morales,Room 116,Wednesday,7:30:00,8:00:00,2
1,3,GEN_103,Jose Garcia,Room 114,Wednesday,8:00:00,8:30:00,1
1,13,GEN_113,Catherine Villanueva,Speech Lab 2,Wednesday,8:00:00,8:30:00,2
1,4,GEN_104,Ana Dela Cruz,Room 115,Wednesday,8:30:00,9:00:00,1
1,14,GEN_114,Marites Santos,Room 124,Wednesday,8:30:00,9:00:00,2
1,5,GEN_105,Melissa Soriano,General Science Lab 5,Wednesday,9:00:00,9:30:00,1
1,15,GEN_115,Jessica Torres,Room 109,Wednesday,9:00:00,9:30:00,2
1,6,GEN_106,Robert Torres,Room 122,Wednesday,10:00:00,10:30:00,1
1,16,GEN_116,Carlos Diaz,General Science Lab 1,Wednesday,10:00:00,10:30:00,2
1,7,GEN_107,Jonathan Tan,Room 117,Wednesday,10:30:00,11:00:00,1
1,17,GEN_117,Julia Fernandez,Psychology Lab 2,Wednesday,10:30:00,11:00:00,2
1,8,GEN_108,Mark Reyes,Computer Lab 6,Wednesday,11:00:00,11:30:00,1
1,18,GEN_118,Daniel Garcia,Room 107,Wednesday,11:00:00,11:30:00,2
1,9,GEN_109,Marco Castillo,Room 105,Wednesday,11:30:00,12:00:00,1
1,19,GEN_119,Monica Lopez,Speech Lab 1,Wednesday,11:30:00,12:00:00,2
1,10,GEN_110,Emilio Tan,Engineering Lab 2,Wednesday,13:00:00,13:30:00,1
1,22,ABM_103,Carla Reyes,Room 121,Wednesday,13:00:00,13:30:00,2
1,20,ABM_101,Maria Santos,Room 109,Wednesday,13:30:00,14:00:00,1
1,23,ABM_104,Eduardo Lopez,Room 102,Wednesday,13:30:00,14:00:00,2
1,21,ABM_102,Luz Fernandez,Room 102,Wednesday,14:00:00,14:30:00,1
2,24,GEN_120,Leonardo Cortez,Room 118,Friday,7:00:00,7:30:00,1
2,32,GEN_128,Elena Ramos,Room 114,Friday,7:00:00,7:30:00,2
2,25,GEN_121,Michael Cruz,Room 110,Friday,7:30:00,8:00:00,1
2,33,GEN_129,Melissa Domingo,Computer Lab 4,Friday,7:30:00,8:00:00,2
2,26,GEN_122,Jonathan Tan,Room 129,Friday,8:00:00,8:30:00,1
2,34,GEN_130,Ricardo Hernandez,Room 103,Friday,8:00:00,8:30:00,2
2,27,GEN_123,Cynthia Gomez,Room 122,Friday,8:30:00,9:00:00,1
2,35,GEN_131,Josefina Ramos,Room 106,Friday,8:30:00,9:00:00,2
2,28,GEN_124,Daniel Lopez,Room 120,Friday,9:00:00,9:30:00,1
2,36,GEN_132,Camille Reyes,Room 112,Friday,9:00:00,9:30:00,2
2,29,GEN_125,Teresa Reyes,Room 118,Friday,10:00:00,10:30:00,1
2,39,ABM_107,Marvin Dela Cruz,Room 105,Friday,10:00:00,10:30:00,2
2,30,GEN_126,Samuel Castro,Room 127,Friday,10:30:00,11:00:00,1
2,40,ABM_108,Maria Santos,Room 127,Friday,10:30:00,11:00:00,2
2,31,GEN_127,Albert Domingo,Engineering Lab 2,Friday,11:00:00,11:30:00,1
2,37,ABM_105,Ricardo Gonzalez,Room 104,Friday,11:30:00,12:00:00,1
2,38,ABM_106,Beatrice Santos,Room 103,Friday,13:00:00,13:30:00,1
2,24,GEN_120,Leonardo Cortez,Room 118,Monday,7:00:00,7:30:00,1
2,32,GEN_128,Elena Ramos,Room 114,Monday,7:00:00,7:30:00,2
2,25,GEN_121,Michael Cruz,Room 110,Monday,7:30:00,8:00:00,1
2,33,GEN_129,Melissa Domingo,Computer Lab 4,Monday,7:30:00,8:00:00,2
2,26,GEN_122,Jonathan Tan,Room 129,Monday,8:00:00,8:30:00,1
2,34,GEN_130,Ricardo Hernandez,Room 103,Monday,8:00:00,8:30:00,2
2,27,GEN_123,Cynthia Gomez,Room 122,Monday,8:30:00,9:00:00,1
2,35,GEN_131,Josefina Ramos,Room 106,Monday,8:30:00,9:00:00,2
2,28,GEN_124,Daniel Lopez,Room 120,Monday,9:00:00,9:30:00,1
2,36,GEN_132,Camille Reyes,Room 112,Monday,9:00:00,9:30:00,2
2,29,GEN_125,Teresa Reyes,Room 118,Monday,10:00:00,10:30:00,1
2,39,ABM_107,Marvin Dela Cruz,Room 105,Monday,10:00:00,10:30:00,2
2,30,GEN_126,Samuel Castro,Room 127,Monday,10:30:00,11:00:00,1
2,40,ABM_108,Maria Santos,Room 127,Monday,10:30:00,11:00:00,2
2,31,GEN_127,Albert Domingo,Engineering Lab 2,Monday,11:00:00,11:30:00,1
2,37,ABM_105,Ricardo Gonzalez,Room 104,Monday,11:30:00,12:00:00,1
2,38,ABM_106,Beatrice Santos,Room 103,Monday,13:00:00,13:30:00,1
2,24,GEN_120,Leonardo Cortez,Room 118,Saturday,7:00:00,7:30:00,1
2,32,GEN_128,Elena Ramos,Room 114,Saturday,7:00:00,7:30:00,2
2,25,GEN_121,Michael Cruz,Room 110,Saturday,7:30:00,8:00:00,1
2,33,GEN_129,Melissa Domingo,Computer Lab 4,Saturday,7:30:00,8:00:00,2
2,26,GEN_122,Jonathan Tan,Room 129,Saturday,8:00:00,8:30:00,1
2,34,GEN_130,Ricardo Hernandez,Room 103,Saturday,8:00:00,8:30:00,2
2,27,GEN_123,Cynthia Gomez,Room 122,Saturday,8:30:00,9:00:00,1
2,35,GEN_131,Josefina Ramos,Room 106,Saturday,8:30:00,9:00:00,2
2,28,GEN_124,Daniel Lopez,Room 120,Saturday,9:00:00,9:30:00,1
2,36,GEN_132,Camille Reyes,Room 112,Saturday,9:00:00,9:30:00,2
2,29,GEN_125,Teresa Reyes,Room 118,Saturday,10:00:00,10:30:00,1
2,39,ABM_107,Marvin Dela Cruz,Room 105,Saturday,10:00:00,10:30:00,2
2,30,GEN_126,Samuel Castro,Room 127,Saturday,10:30:00,11:00:00,1
2,40,ABM_108,Maria Santos,Room 127,Saturday,10:30:00,11:00:00,2
2,31,GEN_127,Albert Domingo,Engineering Lab 2,Saturday,11:00:00,11:30:00,1
2,37,ABM_105,Ricardo Gonzalez,Room 104,Saturday,11:30:00,12:00:00,1
2,38,ABM_106,Beatrice Santos,Room 103,Saturday,13:00:00,13:30:00,1
2,24,GEN_120,Leonardo Cortez,Room 118,Thursday,7:00:00,7:30:00,1
2,32,GEN_128,Elena Ramos,Room 114,Thursday,7:00:00,7:30:00,2
2,25,GEN_121,Michael Cruz,Room 110,Thursday,7:30:00,8:00:00,1
2,33,GEN_129,Melissa Domingo,Computer Lab 4,Thursday,7:30:00,8:00:00,2
2,26,GEN_122,Jonathan Tan,Room 129,Thursday,8:00:00,8:30:00,1
2,34,GEN_130,Ricardo Hernandez,Room 103,Thursday,8:00:00,8:30:00,2
2,27,GEN_123,Cynthia Gomez,Room 122,Thursday,8:30:00,9:00:00,1
2,35,GEN_131,Josefina Ramos,Room 106,Thursday,8:30:00,9:00:00,2
2,28,GEN_124,Daniel Lopez,Room 120,Thursday,9:00:00,9:30:00,1
2,36,GEN_132,Camille Reyes,Room 112,Thursday,9:00:00,9:30:00,2
2,29,GEN_125,Teresa Reyes,Room 118,Thursday,10:00:00,10:30:00,1
2,39,ABM_107,Marvin Dela Cruz,Room 105,Thursday,10:00:00,10:30:00,2
2,30,GEN_126,Samuel Castro,Room 127,Thursday,10:30:00,11:00:00,1
2,40,ABM_108,Maria Santos,Room 127,Thursday,10:30:00,11:00:00,2
2,31,GEN_127,Albert Domingo,Engineering Lab 2,Thursday,11:00:00,11:30:00,1
2,37,ABM_105,Ricardo Gonzalez,Room 104,Thursday,11:30:00,12:00:00,1
2,38,ABM_106,Beatrice Santos,Room 103,Thursday,13:00:00,13:30:00,1
2,24,GEN_120,Leonardo Cortez,Room 118,Tuesday,7:00:00,7:30:00,1
2,32,GEN_128,Elena Ramos,Room 114,Tuesday,7:00:00,7:30:00,2
2,25,GEN_121,Michael Cruz,Room 110,Tuesday,7:30:00,8:00:00,1
2,33,GEN_129,Melissa Domingo,Computer Lab 4,Tuesday,7:30:00,8:00:00,2
2,26,GEN_122,Jonathan Tan,Room 129,Tuesday,8:00:00,8:30:00,1
2,34,GEN_130,Ricardo Hernandez,Room 103,Tuesday,8:00:00,8:30:00,2
2,27,GEN_123,Cynthia Gomez,Room 122,Tuesday,8:30:00,9:00:00,1
2,35,GEN_131,Josefina Ramos,Room 106,Tuesday,8:30:00,9:00:00,2
2,28,GEN_124,Daniel Lopez,Room 120,Tuesday,9:00:00,9:30:00,1
2,36,GEN_132,Camille Reyes,Room 112,Tuesday,9:00:00,9:30:00,2
2,29,GEN_125,Teresa Reyes,Room 118,Tuesday,10:00:00,10:30:00,1
2,39,ABM_107,Marvin Dela Cruz,Room 105,Tuesday,10:00:00,10:30:00,2
2,30,GEN_126,Samuel Castro,Room 127,Tuesday,10:30:00,11:00:00,1
2,40,ABM_108,Maria Santos,Room 127,Tuesday,10:30:00,11:00:00,2
2,31,GEN_127,Albert Domingo,Engineering Lab 2,Tuesday,11:00:00,11:30:00,1
2,37,ABM_105,Ricardo Gonzalez,Room 104,Tuesday,11:30:00,12:00:00,1
2,38,ABM_106,Beatrice Santos,Room 103,Tuesday,13:00:00,13:30:00,1
2,24,GEN_120,Leonardo Cortez,Room 118,Wednesday,7:00:00,7:30:00,1
2,32,GEN_128,Elena Ramos,Room 114,Wednesday,7:00:00,7:30:00,2
2,25,GEN_121,Michael Cruz,Room 110,Wednesday,7:30:00,8:00:00,1
2,33,GEN_129,Melissa Domingo,Computer Lab 4,Wednesday,7:30:00,8:00:00,2
2,26,GEN_122,Jonathan Tan,Room 129,Wednesday,8:00:00,8:30:00,1
2,34,GEN_130,Ricardo Hernandez,Room 103,Wednesday,8:00:00,8:30:00,2
2,27,GEN_123,Cynthia Gomez,Room 122,Wednesday,8:30:00,9:00:00,1
2,35,GEN_131,Josefina Ramos,Room 106,Wednesday,8:30:00,9:00:00,2
2,28,GEN_124,Daniel Lopez,Room 120,Wednesday,9:00:00,9:30:00,1
2,36,GEN_132,Camille Reyes,Room 112,Wednesday,9:00:00,9:30:00,2
2,29,GEN_125,Teresa Reyes,Room 118,Wednesday,10:00:00,10:30:00,1
2,39,ABM_107,Marvin Dela Cruz,Room 105,Wednesday,10:00:00,10:30:00,2
2,30,GEN_126,Samuel Castro,Room 127,Wednesday,10:30:00,11:00:00,1
2,40,ABM_108,Maria Santos,Room 127,Wednesday,10:30:00,11:00:00,2
2,31,GEN_127,Albert Domingo,Engineering Lab 2,Wednesday,11:00:00,11:30:00,1
2,37,ABM_105,Ricardo Gonzalez,Room 104,Wednesday,11:30:00,12:00:00,1
2,38,ABM_106,Beatrice Santos,Room 103,Wednesday,13:00:00,13:30:00,1
3,41,GEN_101,Mark Villanueva,Room 112,Friday,7:00:00,7:30:00,1
3,51,GEN_111,Gregory Delos Santos,Room 127,Friday,7:00:00,7:30:00,2
3,42,GEN_102,Carlos Torres,Speech Lab 2,Friday,7:30:00,8:00:00,1
3,52,GEN_112,Angela Morales,Room 102,Friday,7:30:00,8:00:00,2
3,43,GEN_103,Ricardo Manalo,Room 122,Friday,8:00:00,8:30:00,1
3,53,GEN_113,Angela Navarro,Speech Lab 2,Friday,8:00:00,8:30:00,2
3,44,GEN_104,Vincent Lim,Room 124,Friday,8:30:00,9:00:00,1
3,54,GEN_114,Marites Santos,Room 128,Friday,8:30:00,9:00:00,2
3,45,GEN_105,Pedro Gonzalez,General Science Lab 5,Friday,9:00:00,9:30:00,1
3,55,GEN_115,Diana Gutierrez,Room 107,Friday,9:00:00,9:30:00,2
3,46,GEN_106,Robert Torres,Room 129,Friday,10:00:00,10:30:00,1
3,56,GEN_116,Pedro Gonzalez,General Science Lab 4,Friday,10:00:00,10:30:00,2
3,47,GEN_107,Daniel Garcia,Room 127,Friday,10:30:00,11:00:00,1
3,57,GEN_117,Michelle Reyes,Psychology Lab 2,Friday,10:30:00,11:00:00,2
3,48,GEN_108,Christine Lopez,Computer Lab 10,Friday,11:00:00,11:30:00,1
3,58,GEN_118,Daniel Garcia,Room 119,Friday,11:00:00,11:30:00,2
3,49,GEN_109,Lorena Mendoza,Room 128,Friday,11:30:00,12:00:00,1
3,59,GEN_119,Samuel Martinez,Speech Lab 2,Friday,11:30:00,12:00:00,2
3,50,GEN_110,Emilio Tan,Engineering Lab 1,Friday,13:00:00,13:30:00,1
3,62,HUMSS_103,Gregory Delos Santos,Room 116,Friday,13:00:00,13:30:00,2
3,60,HUMSS_101,Juan Cruz,Room 121,Friday,13:30:00,14:00:00,1
3,63,HUMSS_104,Anthony Salvador,Room 116,Friday,13:30:00,14:00:00,2
3,61,HUMSS_102,Beatrice Castillo,Room 112,Friday,14:00:00,14:30:00,1
3,41,GEN_101,Mark Villanueva,Room 112,Monday,7:00:00,7:30:00,1
3,51,GEN_111,Gregory Delos Santos,Room 127,Monday,7:00:00,7:30:00,2
3,42,GEN_102,Carlos Torres,Speech Lab 2,Monday,7:30:00,8:00:00,1
3,52,GEN_112,Angela Morales,Room 102,Monday,7:30:00,8:00:00,2
3,43,GEN_103,Ricardo Manalo,Room 122,Monday,8:00:00,8:30:00,1
3,53,GEN_113,Angela Navarro,Speech Lab 2,Monday,8:00:00,8:30:00,2
3,44,GEN_104,Vincent Lim,Room 124,Monday,8:30:00,9:00:00,1
3,54,GEN_114,Marites Santos,Room 128,Monday,8:30:00,9:00:00,2
3,45,GEN_105,Pedro Gonzalez,General Science Lab 5,Monday,9:00:00,9:30:00,1
3,55,GEN_115,Diana Gutierrez,Room 107,Monday,9:00:00,9:30:00,2
3,46,GEN_106,Robert Torres,Room 129,Monday,10:00:00,10:30:00,1
3,56,GEN_116,Pedro Gonzalez,General Science Lab 4,Monday,10:00:00,10:30:00,2
3,47,GEN_107,Daniel Garcia,Room 127,Monday,10:30:00,11:00:00,1
3,57,GEN_117,Michelle Reyes,Psychology Lab 2,Monday,10:30:00,11:00:00,2
3,48,GEN_108,Christine Lopez,Computer Lab 10,Monday,11:00:00,11:30:00,1
3,58,GEN_118,Daniel Garcia,Room 119,Monday,11:00:00,11:30:00,2
3,49,GEN_109,Lorena Mendoza,Room 128,Monday,11:30:00,12:00:00,1
3,59,GEN_119,Samuel Martinez,Speech Lab 2,Monday,11:30:00,12:00:00,2
3,50,GEN_110,Emilio Tan,Engineering Lab 1,Monday,13:00:00,13:30:00,1
3,62,HUMSS_103,Gregory Delos Santos,Room 116,Monday,13:00:00,13:30:00,2
3,60,HUMSS_101,Juan Cruz,Room 121,Monday,13:30:00,14:00:00,1
3,63,HUMSS_104,Anthony Salvador,Room 116,Monday,13:30:00,14:00:00,2
3,61,HUMSS_102,Beatrice Castillo,Room 112,Monday,14:00:00,14:30:00,1
3,41,GEN_101,Mark Villanueva,Room 112,Saturday,7:00:00,7:30:00,1
3,51,GEN_111,Gregory Delos Santos,Room 127,Saturday,7:00:00,7:30:00,2
3,42,GEN_102,Carlos Torres,Speech Lab 2,Saturday,7:30:00,8:00:00,1
3,52,GEN_112,Angela Morales,Room 102,Saturday,7:30:00,8:00:00,2
3,43,GEN_103,Ricardo Manalo,Room 122,Saturday,8:00:00,8:30:00,1
3,53,GEN_113,Angela Navarro,Speech Lab 2,Saturday,8:00:00,8:30:00,2
3,44,GEN_104,Vincent Lim,Room 124,Saturday,8:30:00,9:00:00,1
3,54,GEN_114,Marites Santos,Room 128,Saturday,8:30:00,9:00:00,2
3,45,GEN_105,Pedro Gonzalez,General Science Lab 5,Saturday,9:00:00,9:30:00,1
3,55,GEN_115,Diana Gutierrez,Room 107,Saturday,9:00:00,9:30:00,2
3,46,GEN_106,Robert Torres,Room 129,Saturday,10:00:00,10:30:00,1
3,56,GEN_116,Pedro Gonzalez,General Science Lab 4,Saturday,10:00:00,10:30:00,2
3,47,GEN_107,Daniel Garcia,Room 127,Saturday,10:30:00,11:00:00,1
3,57,GEN_117,Michelle Reyes,Psychology Lab 2,Saturday,10:30:00,11:00:00,2
3,48,GEN_108,Christine Lopez,Computer Lab 10,Saturday,11:00:00,11:30:00,1
3,58,GEN_118,Daniel Garcia,Room 119,Saturday,11:00:00,11:30:00,2
3,49,GEN_109,Lorena Mendoza,Room 128,Saturday,11:30:00,12:00:00,1
3,59,GEN_119,Samuel Martinez,Speech Lab 2,Saturday,11:30:00,12:00:00,2
3,50,GEN_110,Emilio Tan,Engineering Lab 1,Saturday,13:00:00,13:30:00,1
3,62,HUMSS_103,Gregory Delos Santos,Room 116,Saturday,13:00:00,13:30:00,2
3,60,HUMSS_101,Juan Cruz,Room 121,Saturday,13:30:00,14:00:00,1
3,63,HUMSS_104,Anthony Salvador,Room 116,Saturday,13:30:00,14:00:00,2
3,61,HUMSS_102,Beatrice Castillo,Room 112,Saturday,14:00:00,14:30:00,1
3,41,GEN_101,Mark Villanueva,Room 112,Thursday,7:00:00,7:30:00,1
3,51,GEN_111,Gregory Delos Santos,Room 127,Thursday,7:00:00,7:30:00,2
3,42,GEN_102,Carlos Torres,Speech Lab 2,Thursday,7:30:00,8:00:00,1
3,52,GEN_112,Angela Morales,Room 102,Thursday,7:30:00,8:00:00,2
3,43,GEN_103,Ricardo Manalo,Room 122,Thursday,8:00:00,8:30:00,1
3,53,GEN_113,Angela Navarro,Speech Lab 2,Thursday,8:00:00,8:30:00,2
3,44,GEN_104,Vincent Lim,Room 124,Thursday,8:30:00,9:00:00,1
